id,tax:product_cat,post_title,post_content,post_excerpt,Parent_ID,attribute:placeofpublisher,attribute:nameofpublisher,attribute:numofpages,attribute:yearofpublishheb,attribute:yearofpublish,Price$,regular_price,dateupdateprice,priceofsale,attribute:ISBN,Status,attribute:author,Misc,NameatENG,PriceNisNoVat,PublisherCode,CodeOfPublish,WriterEngName,NA,Newsletter,PricePermenrant 
141917,086,"חוזרים לתנ""ך","פרשת השבוע של כולנו, והוראת המקרא; קריאה לעיון בצוותא בפרשיות השבוע באור חילוני הומניסטי הפותח נקודות מוצא לשיח, הוראת האלוהות בבית הספר הכללי, במגמה להחזיר את התנ""ך לתשתית הנרטיב הציוני","Hozrim la-Tana""kh",7261,ירושלים,ראובן מס,208,,2013,30,78,13-Mar-13,35,978-965-09-0311-7,,"גתי,יהושע",,,,,,"Gitai,Yehoshua",,FALSE,FALSE
141918,041,"חוזרים לתנ""ך","פרשת השבוע של כולנו, והוראת המקרא; קריאה לעיון בצוותא בפרשיות השבוע באור חילוני הומניסטי הפותח נקודות מוצא לשיח, הוראת האלוהות בבית הספר הכללי, במגמה להחזיר את התנ""ך לתשתית הנרטיב הציוני","Hozrim la-Tana""kh",7261,ירושלים,ראובן מס,208,,2013,30,78,13-Mar-13,35,978-965-09-0311-7,,"גתי,יהושע",,,,,,"Gitai,Yehoshua",,FALSE,FALSE
141989,060,שירת שולמית,"סיפורו של מאבק אופטימי בסרטן פסימי; טורים אישיים במדור ""במזל סרטן"" בעיתון ""מקור ראשון"" של אשה חולת סרטן במשך 4 שנים, הכותבת נפטרה מהמחלה ומורשתה הוא אופטימיזם, עד הסוף; תבנית מרובעת, ספר צבעוני מלא השראה",Shirat Shulamit,7261,ירושלים,ראובן מס,112,,2013,28,72,23-Apr-13,35,978-965-09-0311-7,,"היימן,שולמית",,,,,,"Heiman,Shulamit",,FALSE,FALSE
142040,041,חשיבה ותלמוד,"תשתית מדעית לידע פדגוגי; שיטות להקלה על לימוד הגמרא והוראתה בבתי הספר, על ידי שילוב ידע עולם החשיבה ועולם התלמוד; בליווי טבלאות ודיאגרמות המדגימות את השיטה על כמה סוגיות תלמודיות",Hashiva ve-Talmud,7261,ירושלים,ראובן מס,256,,2013,32,88,25-Apr-13,35,978-965-09-0315-5,,"רביב,דניאל; קניאל,שלמה",,,,,,"Raviv,Daniel; Kaniel,Shelomo",,FALSE,FALSE
142041,090,חשיבה ותלמוד,"תשתית מדעית לידע פדגוגי; שיטות להקלה על לימוד הגמרא והוראתה בבתי הספר, על ידי שילוב ידע עולם החשיבה ועולם התלמוד; בליווי טבלאות ודיאגרמות המדגימות את השיטה על כמה סוגיות תלמודיות",Hashiva ve-Talmud,7261,ירושלים,ראובן מס,256,,2013,32,88,25-Apr-13,35,978-965-09-0315-5,,"רביב,דניאל; קניאל,שלמה",,,,,,"Raviv,Daniel; Kaniel,Shelomo",,FALSE,FALSE
142085,041,על במותי ארץ הצבי (עברית ואנגלית),"מקורות ומחקרים בתולדות היישוב היהודי בארץ-ישראל בשלהי ימי הביניים; קובץ מחקרים, עם איורים, ביבליוגרפיה ומפתחות; חלק עברי 334 עמודים, חלק אנגלי 82 עמודים, כולל מפתח באנגלית",Al bamotei erets ha-tsvi,7261,ירושלים,ראובן מס,416,,2013,36,94,01-May-13,35,978-965-09-0316-2,,"דוד,אברהם",,,,,,"David,Avraham",,FALSE,FALSE
142086,035,על במותי ארץ הצבי (עברית ואנגלית),"מקורות ומחקרים בתולדות היישוב היהודי בארץ-ישראל בשלהי ימי הביניים; קובץ מחקרים, עם איורים, ביבליוגרפיה ומפתחות; חלק עברי 334 עמודים, חלק אנגלי 82 עמודים, כולל מפתח באנגלית",Al bamotei erets ha-tsvi,7261,ירושלים,ראובן מס,416,,2013,36,94,01-May-13,35,978-965-09-0316-2,,"דוד,אברהם",,,,,,"David,Avraham",,FALSE,FALSE
142391,115,הר-שדה-בית: מיצבי מצב 2013-1995 (עברית ואנגלית),"אבנר בר חמא - אמן בין-תחומי: מסע אישי אל השיח היהודי-ישראלי; ספר אמן המציג חזון ייחודי של החלום הציוני, שאינו נבוך או מתנצל, בלי ויתור לתקינות פוליטית; מלווה בשישה מאמרים מטובי החוקרים ובמאות צילומי עבודות בצבע (צד עברי: 237 עמודים, צד אנגלי - 115 עמודים)",Har - Sade - Bayit: Meitsavei matsav 1995 - 2013,7261,ירושלים,ראובן מס,352,,2013,48,148,30-Jun-13,35,978-965-09-0312-4,,"פנחס-כהן,חוה (עורכת)",,,,,,"Pinhas-Kohen,Hava (ed.)",,FALSE,FALSE
142393,080,ספקן באמונתו יחיה,יהדות לאדם הביקורתי: האם היהדות יכולה להוות אופציה לחיים לאדם המודרני? איזו איכות חיים יש בה? האם אמונתה הבסיסית יכולה לעמוד בביקורת רציונלית ומדעית? ומה המקום בה לחירות אישית?,Sakan be-emunato yih'ye,7261,ירושלים,ראובן מס,208,,2013,30,78,30-Jun-13,35,978-965-09-0317-9,,"דישון,דוד",,,,,,"Dishon,David",,FALSE,FALSE
142394,100,ספקן באמונתו יחיה,יהדות לאדם הביקורתי: האם היהדות יכולה להוות אופציה לחיים לאדם המודרני? איזו איכות חיים יש בה? האם אמונתה הבסיסית יכולה לעמוד בביקורת רציונלית ומדעית? ומה המקום בה לחירות אישית?,Sakan be-emunato yih'ye,7261,ירושלים,ראובן מס,208,,2013,30,78,30-Jun-13,35,978-965-09-0317-9,,"דישון,דוד",,,,,,"Dishon,David",,FALSE,FALSE
142812,041,"אשה ויהדותה (קובץ שישי בסדרת ""להיות אשה יהודייה"")","שיח פמיניסטי-דתי עכשווי; מבחר הרצאות מהכנסים הבינלאומיים השישי והשביעי ""אשה ויהדותה"" שהתקיימו בשנים תשס""ט ותשע""א; שערי הספר: מה שקורה היום, גוף ומיניות, פרשנות ועיון",Isha ve-yahaduta,7261,ירושלים,ראובן מס; קולך,272,,2013,38,98,30-Sep-13,35,978-965-09-0320-9,,"כהן,טובה (עורכת)",,,,,,"Kohen,Tova (ed.)",,FALSE,FALSE
144254,010,למען העלם מאד,"בין השורות: ישוע ביצירת ביאליק, טשרניחובסקי ואחרים; מחקר ספרותי המצביע על המגמה של הסופרים הלאומיים להשתלב בעולם המשכיל והאוניברסאלי , והשפעת הנצרות על כתביהם; הערות, ביבליוגרפיה, תקציר באנגלית",Le-ma'an healem meod,7261,ירושלים,ראובן מס,400,,2014,38,98,19-Jun-14,35,978-965-09-0321-6,,"צופף,אודי (יהודה)",,,,,,"Tsofef,Udi (Yehuda)",,FALSE,FALSE
144255,041,אל העצמי,"תהליכי אינדיבידואציה ומעברי חיים; התמודדות של קבוצת כותבים מגוונת מתחומי היהדות והפסיכולוגיה עם שאלת זיהוי ה""עצמי"", תוך שיח בין הכותבים לעורכי הספר",El ha-atsni,7261,ירושלים,ראובן מס,604,,2014,44,118,19-Jun-14,35,978-965-09-0322-3,,"נוב,דבורה; כהנא,ברוך (עורכים)",,,,,,"Nov,Devora; Kahana,Barukh (eds.)",,FALSE,FALSE
144274,043,אל העצמי,"תהליכי אינדיבידואציה ומעברי חיים; התמודדות של קבוצת כותבים מגוונת מתחומי היהדות והפסיכולוגיה עם שאלת זיהוי ה""עצמי"", תוך שיח בין הכותבים לעורכי הספר",El ha-atsni,7261,ירושלים,ראובן מס,604,,2014,44,118,19-Jun-14,35,978-965-09-0322-3,,"נוב,דבורה; כהנא,ברוך (עורכים)",,,,,,"Nov,Devora; Kahana,Barukh (eds.)",,FALSE,FALSE
144772,035,כנועים באדום,"מבט מחקרי על שלושה אירועים רדיקליים בארץ ישראל, בשנים 1952-1917; בנושא גדוד העבודה, רשת ריגול גרמנית בארץ, מחתרת רעיונית של הקיבוץ החשאי בשלהי מלחמת העצמאות; עם צילומים ומסמכים",Kenu'im be-adom,7261,ירושלים,ראובן מס (הפצה),299,,2014,34,85,20-Oct-14,35,978-965-09-0316-2,,"אבישי,שאול",,,,,,"Avishai,Shaul",,FALSE,FALSE
144845,041,"התחדשות הנבואה (בסדרת ""מאה שערים"")","קול חי ושיר חדש כמחוללי נבואה; הנבואה כפוטנציאל הממתין למימוש, בזיקה לשיבת עם ישראל לארצו, תוך התיחסות לתפיסת הרמח""ל את הגאולה והנבואה; הערות; שיפוט אקדמי",Hit'hadshut ha-nevu'a (Revival of prophecy),7261,ירושלים,ראובן מס,208,,2014,34,82,06-Nov-14,35,978-965-09-0323-0,,"גולדברג,שלי שילה",,,,,,"Goldberg,Sheli Shilo",,FALSE,FALSE
145863,041,"להציל את המונותאיזם (בסדרת ""מאה שערים"", שער להגות יהודית)","מבוא לגיור חברתי; בחינת שני עולמות: עולם ""מיסיונרי"" מול ""גיורי"", בו האדם צריך לחפש את האל ולחזר אחריו בכוח דמיון רומנטי ויצירתי",Le-hatsil et ha-Monore'izm,7261,ירושלים,ראובן מס,268,,2015,30,82,13-May-15,35,978-965-09-0327-5,,"רוטנברג,מרדכי",,,,,,"Rotenberg,Mordekhai",,FALSE,FALSE
145971,041,עמוס - הנביא מתקוע,"עיונים בספר עמוס; הסברים לפי פרקי הספר, שאלות בדיוק נוסח המסורה של המקרא, התפלגות שמות האל בספרי המקרא, חטאו של אדום, אחרית הימים, ועוד; עם ביבליוגרפיה ומפתח המקורות",Amos - ha-navi mi-Teko'a,7261,ירושלים,ראובן מס,378,,2015,34,82,10-Jun-15,30,978-965-09-0328-2,,"לוין,רפאל",,,,,,"Levin,Refael",,FALSE,FALSE
145972,085,עמוס - הנביא מתקוע,"עיונים בספר עמוס; הסברים לפי פרקי הספר, שאלות בדיוק נוסח המסורה של המקרא, התפלגות שמות האל בספרי המקרא, חטאו של אדום, אחרית הימים, ועוד; עם ביבליוגרפיה ומפתח המקורות",Amos - ha-navi mi-Teko'a,7261,ירושלים,ראובן מס,378,,2015,34,82,10-Jun-15,35,978-965-09-0328-2,,"לוין,רפאל",,,,,,"Levin,Refael",,FALSE,FALSE
146173,048,"הבנקאות בישראל במנהרת הזמן, 2012-1965","ראייה ביקורתית של ההתפתחויות המרכזיות במערכת הבנקאות בארץ והמשברים שפקדו אותה, כגון פשיטת רגל של בנקים, לרבות זו של בנק ארץ ישראל-בריטניה, פרשת ויסות מניות הבנקים והתמוטטותה, פרשת חוזי הבכירים בבנק לאומי, ועוד; עם מפתחות; פורמט גדול 21/28 ס""מ, כריכה קשה","Ha-banka'ut be-Yisrael be-minheret ha-zeman, 1965 - 2012",7261,ירושלים,ראובן מס,582,,2015,48,118,21-Jun-15,35,978-965-09-0326-8,,"חת,מאיר",,,,,,"Het,Meir",,FALSE,FALSE
146242,041,היכל הזמן,"גנאלוגיה, כרונולוגיה ונומרולוגיה במקרא, מהבריאה ועד חנוכת מקדש שלמה; מחקר הבודק את כל נתוני הגיל במקרא, ומוכיח למעשה כי המקרא הוא באחדות מתמטית ורעיונית, דבר שמקעקע למעשה את כל ""ביקורת המקרא""; הערות ומפתחות; המחבר הקים את החוג ללימודי יהדות במכללת אחווה",Heikhal ha-zeman,7261,ירושלים,ראובן מס,243,,2015,29,88,07-Jul-15,35,978-965-09-0329-9,,"זלדין,גבריאל",,,,,,"Zeldin,Gavriel",,FALSE,FALSE
146243,085,היכל הזמן,"גנאלוגיה, כרונולוגיה ונומרולוגיה במקרא, מהבריאה ועד חנוכת מקדש שלמה; מחקר הבודק את כל נתוני הגיל במקרא, ומוכיח למעשה כי המקרא הוא באחדות מתמטית ורעיונית, דבר שמקעקע למעשה את כל ""ביקורת המקרא""; הערות ומפתחות; המחבר הקים את החוג ללימודי יהדות במכללת אחווה",Heikhal ha-zeman,7261,ירושלים,ראובן מס,243,,2015,29,88,07-Jul-15,35,978-965-09-0329-9,,"זלדין,גבריאל",,,,,,"Zeldin,Gavriel",,FALSE,FALSE
146385,041,"לבחור בחיים (בסדרת ""מאה שערים"")",היהדות במבחן העמידה מול העולם; התמודדות עם הסוגיות הקשות העולות במציאות של ימינו כמבחן ליהדות; מתורגם מצרפתית בידי יהודה פורת; יוצא לאור ביום פטירתו של המחבר,Li-vehor ba-hayim,7261,ירושלים,ראובן מס,308,,2015,29,82,04-Aug-15,35,978-965-09-0330-5,,"גרוס,בנימין",,,,,,"Geros,Biniamin",,FALSE,FALSE
146387,041,שבת - רגע של נצח,"המשמעות העמוקה של השבת כרגע של נצח, הצופן בחובו תקווה להשתחררות הדרגתית מהמצב בו שרוי האדם המודרני; מתורגם מצרפתית בידישולמית הרן; פורמט מרובע - מתאים גם למתנות; הספר יוצא לאור בתוך ימי ה""שבעה"" למחבר",Shabat - rega shel netsah,7261,ירושלים,ראובן מס,184,,2015,26,68,09-Aug-15,35,978-965-09-0331-2,,"גרוס,בנימין",,,,,,"Gros,Biniamin",,FALSE,FALSE
146388,080,שבת - רגע של נצח,"המשמעות העמוקה של השבת כרגע של נצח, הצופן בחובו תקווה להשתחררות הדרגתית מהמצב בו שרוי האדם המודרני; מתורגם מצרפתית בידישולמית הרן; פורמט מרובע - מתאים גם למתנות; הספר יוצא לאור בתוך ימי ה""שבעה"" למחבר",Shabat - rega shel netsah,7261,ירושלים,ראובן מס,184,,2015,26,68,09-Aug-15,35,978-965-09-0331-2,,"גרוס,בנימין",,,,,,"Gros,Biniamin",,FALSE,FALSE
146851,041,"עשו אחי, אבי אדום ורומי","עיון במקורות התלמוד והמדרש של ארץ ישראל בתקופת התנאים והאמוראים; מחקרה הרביעי של המחברת בתחום מחשבת חז""ל, הכולל ניתוח דמותו המאוחרת של עשו לפי חז""ל, והניסיון להבין את מניעי השינוי ההיסטורי-מחשבתי שחל בעיצוב דמותו המקראית; נספחים, מקורות, מפתח","Esav ahi, avi Edom ve-Roni",7261,ירושלים,ראובן מס,384,,2015,44,109,19-Nov-15,35,978-965-09-0333-6,,"אמינוף,עירית",,,,,,"Aminof,Irit",,FALSE,FALSE
148203,135,רב-שלט (מהדורה עברית; יש גם מהדורה אנגלית),"שלט שניתן להחליף בו את הכיתוב, נועד לטרמפיסט, לנהג הלוקח טרמפיסטים, למוניות שירות, אוטובוסים לקבוצות, מדריכי טיולים, מקבלי פנים בנמלי תעופה, פגישה עם אדם לא מוכר, ועוד; מוצר ניר ופלסטיק בקופסה; ראה http://rav-shelet.ravpage.co.il/rav-shelet",Rav-Shelet (MultiSign),7261,ירושלים,ראובן מס,42,,2016,22,59.9,27-Jun-16,30,978-965-09-0324-4,,,,,,,,,,FALSE,FALSE
148204,135,רב-שלט (מהדורה לדתיים),"שלט שניתן להחליף בו את הכיתוב, נועד לטרמפיסט, לנהג הלוקח טרמפיסטים, למוניות שירות, אוטובוסים לקבוצות, מדריכי טיולים, מקבלי פנים בנמלי תעופה, פגישה עם אדם לא מוכר, ועוד; מוצר ניר ופלסטיק בקופסה; ראה http://rav-shelet.ravpage.co.il/rav-shelet",Rav-Shelet (MultiSign; Special edition for religious people),7261,ירושלים,ראובן מס,42,,2016,22,59.9,27-Jun-16,30,978-965-09-0324-4,,,,,,,,,,FALSE,FALSE
148557,010,לשוננו רנה,"עיוני תפילות בלשון ובסגנון, בתכנים, בנוסחאות ובמנהגים; 16 פרקי מחקר העוסקים בתפילות הקדומות, גם בקהילות ישראל בפראג, במגרב, במזרח, בצרפת ועוד, תוך הסתמכות גם על קטעים מגניזת קהיר; הערות, ביבליוגרפיה, מפתחות מגוונים; כריכה קשה, נייר קרם",Leshonenu rina,7261,ירושלים,ראובן מס; יד הרב נסים,398,,2016,42,88,12-Sep-16,35,978-965-09-0338-1,,"בר-אשר,משה",,,,,,"Bar-Asher,Moshe",,FALSE,FALSE
148558,041,לשוננו רנה,"עיוני תפילות בלשון ובסגנון, בתכנים, בנוסחאות ובמנהגים; 16 פרקי מחקר העוסקים בתפילות הקדומות, גם בקהילות ישראל בפראג, במגרב, במזרח, בצרפת ועוד, תוך הסתמכות גם על קטעים מגניזת קהיר; הערות, ביבליוגרפיה, מפתחות מגוונים; כריכה קשה, נייר קרם",Leshonenu rina,7261,ירושלים,ראובן מס; יד הרב נסים,398,,2016,42,88,12-Sep-16,35,978-965-09-0338-1,,"בר-אשר,משה",,,,,,"Bar-Asher,Moshe",,FALSE,FALSE
148559,080,לשוננו רנה,"עיוני תפילות בלשון ובסגנון, בתכנים, בנוסחאות ובמנהגים; 16 פרקי מחקר העוסקים בתפילות הקדומות, גם בקהילות ישראל בפראג, במגרב, במזרח, בצרפת ועוד, תוך הסתמכות גם על קטעים מגניזת קהיר; הערות, ביבליוגרפיה, מפתחות מגוונים; כריכה קשה, נייר קרם",Leshonenu rina,7261,ירושלים,ראובן מס; יד הרב נסים,398,,2016,42,88,12-Sep-16,35,978-965-09-0338-1,,"בר-אשר,משה",,,,,,"Bar-Asher,Moshe",,FALSE,FALSE
148560,085,"מעשה ""פילגש בגבעה"" - ניתוח ספרותי","ניתוח ספרותי של סיפור ""פילגש בגבעה"" בזיקה אל סיפור ""פסל מיכה"", המצביע על כשל מוסרי במישור הפרטי והלאומי גם יחד; הערות וביבליוגרפיה","Ma'ase ""pilegesh ba-giv'a"" - niyuah sifruti",7261,ירושלים,ראובן מס,208,,2016,32,72,12-Sep-16,35,978-965-09-0337-4,,"רייך,רחל",,,,,,"Reikh,Rahel",,FALSE,FALSE
148561,010,"מעשה ""פילגש בגבעה"" - ניתוח ספרותי","ניתוח ספרותי של סיפור ""פילגש בגבעה"" בזיקה אל סיפור ""פסל מיכה"", המצביע על כשל מוסרי במישור הפרטי והלאומי גם יחד; הערות וביבליוגרפיה","Ma'ase ""pilegesh ba-giv'a"" - niyuah sifruti",7261,ירושלים,ראובן מס,208,,2016,32,72,12-Sep-16,35,978-965-09-0337-4,,"רייך,רחל",,,,,,"Reikh,Rahel",,FALSE,FALSE
148563,041,"מעשה ""פילגש בגבעה"" - ניתוח ספרותי","ניתוח ספרותי של סיפור ""פילגש בגבעה"" בזיקה אל סיפור ""פסל מיכה"", המצביע על כשל מוסרי במישור הפרטי והלאומי גם יחד; הערות וביבליוגרפיה","Ma'ase ""pilegesh ba-giv'a"" - niyuah sifruti",7261,ירושלים,ראובן מס,208,,2016,32,72,12-Sep-16,35,978-965-09-0337-4,,"רייך,רחל",,,,,,"Reikh,Rahel",,FALSE,FALSE
148614,041,מה שאלוהים לא יכול,"בעיית כפיפותו של אלוהים לחוקי הלוגיקה

 והמתמטיקה בפילוסופיה והתיאולוגיה היהודית; האם כל-יכולתו של אלוהים מתפשטת גם לעולם הלוגיקה והמתמטיקה; מבוסס על עבודת דוקטורט שנכתבה באוניברסיטה העברית בהנחיית פרופ'  זאב הרוי",Ma she-Elohim lo yakhol,7261,ירושלים,ראובן מס,512,,2016,44,98,19-Sep-16,35,978-965-09-0334-3,,"רובין,ישראל נתנאל",,,,,,"Rubin,Yisrael Netanel",,FALSE,FALSE
148615,043,מה שאלוהים לא יכול,"בעיית כפיפותו של אלוהים לחוקי הלוגיקה

 והמתמטיקה בפילוסופיה והתיאולוגיה היהודית; האם כל-יכולתו של אלוהים מתפשטת גם לעולם הלוגיקה והמתמטיקה; מבוסס על עבודת דוקטורט שנכתבה באוניברסיטה העברית בהנחיית פרופ'  זאב הרוי",Ma she-Elohim lo yakhol,7261,ירושלים,ראובן מס,512,,2016,44,98,19-Sep-16,35,978-965-09-0334-3,,"רובין,ישראל נתנאל",,,,,,"Rubin,Yisrael Netanel",,FALSE,FALSE
148721,041,לא סוף פסוק,"סיפורי תנ""ך פוגשים, ממשיכים והופכים זה את זה; הקבלות בלתי צפויות בין סיפורי תנ""ך שונים, כגון נח ויונה, חוה ושרה, מלכיצדק ויתרו, ועוד; ביבליוגרפיה ומפתח פסוקים; מתורגם מאנגלית בידי איילת סקסטין; הספר זכה בפרס ראשון (של JBC) לחקר ספרות יהודית בארה""ב",Lo sof pasuk,7261,ירושלים,ראובן מס,256,,2016,32,78,03-Nov-16,35,978-965-09-0336-7,,"קליצנר,ג'ודי",,,,,,"Klitsner,Judi",,FALSE,FALSE
148722,085,לא סוף פסוק,"סיפורי תנ""ך פוגשים, ממשיכים והופכים זה את זה; הקבלות בלתי צפויות בין סיפורי תנ""ך שונים, כגון נח ויונה, חוה ושרה, מלכיצדק ויתרו, ועוד; ביבליוגרפיה ומפתח פסוקים; מתורגם מאנגלית בידי איילת סקסטין; הספר זכה בפרס ראשון (של JBC) לחקר ספרות יהודית בארה""ב",Lo sof pasuk,7261,ירושלים,ראובן מס,256,,2016,32,78,03-Nov-16,35,978-965-09-0336-7,,"קליצנר,ג'ודי",,,,,,"Klitsner,Judi",,FALSE,FALSE
149511,005,לעיני כל ישראל - מה כתוב בתורה?,"פרשת השבוע - ללמדה בשעשוע, למשפחה לספרה - בחריזה ובקצרה; כל התורה מסופרת בקצרה, ומחורזת בחרוזים קליטים; מתאים ללימוד משפחתי וחווייתי של כל התורה; עם כותרות לכל פרק",Le-einei kol Yisrael - Ma katuv ba-Tora?,7261,ירושלים,ראובן מס,184,,2017,20,48,30-Mar-17,35,978-965-09-0339-8,,"מס,ארן ירון",,,,,,"Mas,Oren Yaron",,FALSE,FALSE
149512,086,לעיני כל ישראל - מה כתוב בתורה?,"פרשת השבוע - ללמדה בשעשוע, למשפחה לספרה - בחריזה ובקצרה; כל התורה מסופרת בקצרה, ומחורזת בחרוזים קליטים; מתאים ללימוד משפחתי וחווייתי של כל התורה; עם כותרות לכל פרק",Le-einei kol Yisrael - Ma katuv ba-Tora?,7261,ירושלים,ראובן מס,184,,2017,20,48,30-Mar-17,35,978-965-09-0339-8,,"מס,ארן ירון",,,,,,"Mas,Oren Yaron",,FALSE,FALSE
149513,080,לעיני כל ישראל - מה כתוב בתורה?,"פרשת השבוע - ללמדה בשעשוע, למשפחה לספרה - בחריזה ובקצרה; כל התורה מסופרת בקצרה, ומחורזת בחרוזים קליטים; מתאים ללימוד משפחתי וחווייתי של כל התורה; עם כותרות לכל פרק",Le-einei kol Yisrael - Ma katuv ba-Tora?,7261,ירושלים,ראובן מס,184,,2017,20,48,30-Mar-17,35,978-965-09-0339-8,,"מס,ארן ירון",,,,,,"Mas,Oren Yaron",,FALSE,FALSE
149859,041,ההלכה - יסודה והשתלשלותה (הדפסה חוזרת),"עקרונות  ההלכה והשתלשלותה במשך הדורות; איך ומדוע פירשו חכמי התלמוד את התורה שבכתב לכלל מצוות והלכות לאומה הישראלית כולה; הערות, מפתחות; מהדורת דפוס דיגיטלי",HaHalakha:Yesoda Ve-Hishtalsheluta (reprint edition),7261,ירושלים,ראובן מס,234,,1989,35,80,15-Jun-17,35,,,"לויטס,חיים מנחם (הרב)",,,,,,"Levitas,Hayim Menahem (Rabbi)",,FALSE,TRUE
150357,115,תולדות המוסיקה (א)- מימות קדם עד ימינו אלה (מהדורה רביעית - דיגיטלית),"בצירוף 200 ביוגרפיות, לוח כרונולוגי, מלון מונחים, ניתוחים לצורות המוסיקה, הימנונות, תמונות, ציורים ודוגמאות; מהדורה רביעית מתוקנת ומורחבת","Toledot ha-musika, vol. 1 (4th edition - digital printing",7261,ירושלים,ראובן מס,400,,2017,33,80,12-Sep-17,30,,,"גרדנויץ,פ.ע.",,,,,,"Gradenvits,P.A.",,FALSE,FALSE
150358,115,"המוסיקה בישראל  (תולדות המוסיקה, ב'); מהדורה שנייה מורחבת - דיגיטלית","מימות קדם עד ימינו אלה; בצירוף רשימה ביוגרפית (כ-540 שמות), מקורות מהתנ""ך, ביבליוגרפיה, תולדות ההמנון  הלאומי ""התקוה"", 52 תמונות ותווים; מהדורה שנייה מתוקנת; ספרית דני למדע  פופולרי, מס' 28","Ha-musika be-Israel (Toledot ha-musika, vol. 2); 2nd enlarged edition",7261,ירושלים,ראובן מס,256,,2017,33,80,12-Sep-17,30,,,"גרדנויץ,פ.ע.; דרור,אפרים",,,,,,"Gradenvits,P.A.; Deror,Efrayim",,FALSE,FALSE
150371,005,שאגת שאול,"פואמות; קורות חייו של המחבר בצורת שירים ופואמות, מהעליה ממרוקו כנער והמעברה ועד לאהבתו ואשתו שנפטרה; ילדיו התניעו את מנוע החיפוש ""גוגל"" ושותפים ביצירתו",Sha'agat Shaul,7261,ירושלים,ראובן מס,106,,2017,24,58,18-Sep-17,35,978-965-09-0341-1,,"אלבז,ניסים מ.",,,,,,"Elbaz,Nisim M.",,FALSE,FALSE
150653,100,עם הנצח,"ייעודו וגורלו של עם ישראל - לקחים מפרשת השבוע; ניתוח חדשני של התורה המשקף את קיומו המיוחד של עם ישראל לאורך כל הדורות, בדגש על ייעודו, גורלו ויעדו של עם ישראל; הערות, מפתח",Am ha-netsah,7261,ירושלים,ראובן מס,293,,2017,33,88,02-Nov-17,35,978-965-09-0342-8,,"בן-זאב,משה (וולפנזון)",,,,,,"Ben-Ze'ev,Moshe (Volfenzon)",,FALSE,FALSE
150654,041,עם הנצח,"ייעודו וגורלו של עם ישראל - לקחים מפרשת השבוע; ניתוח חדשני של התורה המשקף את קיומו המיוחד של עם ישראל לאורך כל הדורות, בדגש על ייעודו, גורלו ויעדו של עם ישראל; הערות, מפתח",Am ha-netsah,7261,ירושלים,ראובן מס,293,,2017,33,88,02-Nov-17,35,978-965-09-0342-8,,"בן-זאב,משה (וולפנזון)",,,,,,"Ben-Ze'ev,Moshe (Volfenzon)",,FALSE,FALSE
150655,086,עם הנצח,"ייעודו וגורלו של עם ישראל - לקחים מפרשת השבוע; ניתוח חדשני של התורה המשקף את קיומו המיוחד של עם ישראל לאורך כל הדורות, בדגש על ייעודו, גורלו ויעדו של עם ישראל; הערות, מפתח",Am ha-netsah,7261,ירושלים,ראובן מס,293,,2017,33,88,02-Nov-17,35,978-965-09-0342-8,,"בן-זאב,משה (וולפנזון)",,,,,,"Ben-Ze'ev,Moshe (Volfenzon)",,FALSE,FALSE
150691,110,לאן ללכת? (עברית ואנגלית),"שיחות ללמוד עברית / אנגלית; 18 שיחות בעברית מנוקדת ואנגלית, דף מול דף, בנושאים אקטואליים, עם הדגשת המילים והפעלים הנלמדים באותה שיחה; מתאים להוראת השפה העברית לדוברי אנגלית, והוראת אנגלית לדוברי עברית, ברמה אוניברסיטאית ותיכונית",Le-an la-lekhet? (Where to Go?),7261,ירושלים,ראובן מס,58,,2017,20,59,09-Nov-17,35,978-965-09-0345-6,,"קובנסקי,אדית",,,,,,"Kovenski,Edit (Covensky,Edith)",,FALSE,FALSE
150907,090,פניני אבות,"רעיונות מתוך פרקי אבות, על פי חכמת הקבלה ותורת החסידות, ומפרשים נוספים; עם מקורות",Peninei avot,7261,ירושלים,ראובן מס,115,,2018,30,78,25-Dec-17,35,978-965-09-0346-6,,"קרניאל,מרדכי",,,,,,"Karniel,Mordekhai",,FALSE,FALSE
150908,097,פניני אבות,"רעיונות מתוך פרקי אבות, על פי חכמת הקבלה ותורת החסידות, ומפרשים נוספים; עם מקורות",Peninei avot,7261,ירושלים,ראובן מס,115,,2018,30,78,25-Dec-17,35,978-965-09-0346-6,,"קרניאל,מרדכי",,,,,,"Karniel,Mordekhai",,FALSE,FALSE
150909,041,פניני אבות,"רעיונות מתוך פרקי אבות, על פי חכמת הקבלה ותורת החסידות, ומפרשים נוספים; עם מקורות",Peninei avot,7261,ירושלים,ראובן מס,115,,2018,30,78,25-Dec-17,35,978-965-09-0346-6,,"קרניאל,מרדכי",,,,,,"Karniel,Mordekhai",,FALSE,FALSE
151636,041,רועה עדרו,"מנהיגות וניהול בתקופת המשנה ובראשית ימי התלמוד; מחקר ראשון הבוחן בכלי מדידה מודרניים את עוצמת המנהיגות וההנהגה של חז""ל, כיצד התמודדו עם התנגדויות, ולפי אלו מודלים ניהוליים הם פעלו; עם הערות, שרטוטים, ביבליוגרפיה ענפה, מפתחות ותקציר מפורט באנגלית",Ro'e edro,7261,ירושלים,ראובן מס,456,,2018,46,117,14-May-18,40,978-965-09-0344-2,,"וייסטוך,יהושע",,,,,,"Veistukh,Yehoshua",,FALSE,FALSE
