post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:ekit_post_views_count,meta:rank_math_analytic_object_id,meta:rank_math_internal_links_processed,meta:rank_math_primary_product_cat,meta:rank_math_seo_score,meta:shopengine_product_views_count,meta:total_sales,attribute:author,attribute_data:author,attribute_default:author,attribute:isbn,attribute_data:isbn,attribute_default:isbn,attribute:nameofpublisher,attribute_data:nameofpublisher,attribute_default:nameofpublisher,attribute:numofpages,attribute_data:numofpages,attribute_default:numofpages,attribute:placeofpublisher,attribute_data:placeofpublisher,attribute_default:placeofpublisher,attribute:yearofpublish,attribute_data:yearofpublish,attribute_default:yearofpublish,attribute:yearofpublishheb,attribute_data:yearofpublishheb,attribute_default:yearofpublishheb
"שירת שולמית / היימן,שולמית",שירת-שולמית-היימןשולמית,,141989,"סיפורו של מאבק אופטימי בסרטן פסימי; טורים אישיים במדור ""במזל סרטן"" בעיתון ""מקור ראשון"" של אשה חולת סרטן במשך 4 שנים, הכותבת נפטרה מהמחלה ומורשתה הוא אופטימיזם, עד הסוף; תבנית מרובעת, ספר צבעוני מלא השראה",,publish,,0,"2022-12-25 16:38:21",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/141989.jpg ! alt :  ! title : 141989.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%a9%d7%99%d7%a8%d7%aa-%d7%a9%d7%95%d7%9c%d7%9e%d7%99%d7%aa-%d7%94%d7%99%d7%99%d7%9e%d7%9f%d7%a9%d7%95%d7%9c%d7%9e%d7%99%d7%aa/,simple,,,,,13,,,,,13,0,,,,,,,,,,,,,,,,,,,,,
"חשיבה ותלמוד / רביב,דניאל; קניאל,שלמה",חשיבה-ותלמוד-רביבדניאל-קניאלשלמה,,142040,"תשתית מדעית לידע פדגוגי; שיטות להקלה על לימוד הגמרא והוראתה בבתי הספר, על ידי שילוב ידע עולם החשיבה ועולם התלמוד; בליווי טבלאות ודיאגרמות המדגימות את השיטה על כמה סוגיות תלמודיות",,publish,,0,"2022-12-25 16:38:22",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/142040-scaled.jpg ! alt :  ! title : 142040.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%97%d7%a9%d7%99%d7%91%d7%94-%d7%95%d7%aa%d7%9c%d7%9e%d7%95%d7%93-%d7%a8%d7%91%d7%99%d7%91%d7%93%d7%a0%d7%99%d7%90%d7%9c-%d7%a7%d7%a0%d7%99%d7%90%d7%9c%d7%a9%d7%9c%d7%9e%d7%94/,simple,,,,,7,,,,,7,0,,,,,,,,,,,,,,,,,,,,,
"חשיבה ותלמוד / רביב,דניאל; קניאל,שלמה",חשיבה-ותלמוד-רביבדניאל-קניאלשלמה-2,,142041,"תשתית מדעית לידע פדגוגי; שיטות להקלה על לימוד הגמרא והוראתה בבתי הספר, על ידי שילוב ידע עולם החשיבה ועולם התלמוד; בליווי טבלאות ודיאגרמות המדגימות את השיטה על כמה סוגיות תלמודיות",,publish,,0,"2022-12-25 16:38:26",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/142041-scaled.jpg ! alt :  ! title : 142041.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%97%d7%a9%d7%99%d7%91%d7%94-%d7%95%d7%aa%d7%9c%d7%9e%d7%95%d7%93-%d7%a8%d7%91%d7%99%d7%91%d7%93%d7%a0%d7%99%d7%90%d7%9c-%d7%a7%d7%a0%d7%99%d7%90%d7%9c%d7%a9%d7%9c%d7%9e%d7%94-2/,simple,,,,,10,,,,,10,0,,,,,,,,,,,,,,,,,,,,,
"על במותי ארץ הצבי (עברית ואנגלית) / דוד,אברהם",על-במותי-ארץ-הצבי-עברית-ואנגלית-דודאב,,142085,"מקורות ומחקרים בתולדות היישוב היהודי בארץ-ישראל בשלהי ימי הביניים; קובץ מחקרים, עם איורים, ביבליוגרפיה ומפתחות; חלק עברי 334 עמודים, חלק אנגלי 82 עמודים, כולל מפתח באנגלית",,publish,,0,"2022-12-25 16:38:30",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/142085-scaled.jpg ! alt :  ! title : 142085.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%a2%d7%9c-%d7%91%d7%9e%d7%95%d7%aa%d7%99-%d7%90%d7%a8%d7%a5-%d7%94%d7%a6%d7%91%d7%99-%d7%a2%d7%91%d7%a8%d7%99%d7%aa-%d7%95%d7%90%d7%a0%d7%92%d7%9c%d7%99%d7%aa-%d7%93%d7%95%d7%93%d7%90%d7%91/,simple,,,,,9,,,,,9,0,,,,,,,,,,,,,,,,,,,,,
"על במותי ארץ הצבי (עברית ואנגלית) / דוד,אברהם",על-במותי-ארץ-הצבי-עברית-ואנגלית-דודאב-2,,142086,"מקורות ומחקרים בתולדות היישוב היהודי בארץ-ישראל בשלהי ימי הביניים; קובץ מחקרים, עם איורים, ביבליוגרפיה ומפתחות; חלק עברי 334 עמודים, חלק אנגלי 82 עמודים, כולל מפתח באנגלית",,publish,,0,"2022-12-25 16:38:33",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/142086-scaled.jpg ! alt :  ! title : 142086.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%a2%d7%9c-%d7%91%d7%9e%d7%95%d7%aa%d7%99-%d7%90%d7%a8%d7%a5-%d7%94%d7%a6%d7%91%d7%99-%d7%a2%d7%91%d7%a8%d7%99%d7%aa-%d7%95%d7%90%d7%a0%d7%92%d7%9c%d7%99%d7%aa-%d7%93%d7%95%d7%93%d7%90%d7%91-2/,simple,,,,,8,,,,,8,0,,,,,,,,,,,,,,,,,,,,,
"Jewish Settlement in Eretz ha-Zvi (English and Hebrew) / David,Abraham",jewish-settlement-in-eretz-ha-zvi-english-and-hebrew-davidabraham,,142087,"Texts and Studies on Late Medieval Jewish History in the Land of Israel; Collected articles, with indexes; Hebrew: 334 pages; English: 82 pages",,publish,,0,"2022-12-25 16:38:36",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/142087-scaled.jpg ! alt :  ! title : 142087.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/jewish-settlement-in-eretz-ha-zvi-english-and-hebrew-davidabraham/,simple,,,,,14,,,,,14,0,,,,,,,,,,,,,,,,,,,,,
"Jewish Settlement in Eretz ha-Zvi (English and Hebrew) / David,Abraham",jewish-settlement-in-eretz-ha-zvi-english-and-hebrew-davidabraham-2,,142088,"Texts and Studies on Late Medieval Jewish History in the Land of Israel; Collected articles, with indexes; Hebrew: 334 pages; English: 82 pages",,publish,,0,"2022-12-25 16:38:40",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/142088-scaled.jpg ! alt :  ! title : 142088.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/jewish-settlement-in-eretz-ha-zvi-english-and-hebrew-davidabraham-2/,simple,,,,,15,,,,,15,0,,,,,,,,,,,,,,,,,,,,,
"הר-שדה-בית: מיצבי מצב 2013-1995 (עברית ואנגלית) / פנחס-כהן,חוה (עורכת)",הר-שדה-בית-מיצבי-מצב-2013-1995-עברית-ואנגלית-פ,,142391,"אבנר בר חמא - אמן בין-תחומי: מסע אישי אל השיח היהודי-ישראלי; ספר אמן המציג חזון ייחודי של החלום הציוני, שאינו נבוך או מתנצל, בלי ויתור לתקינות פוליטית; מלווה בשישה מאמרים מטובי החוקרים ובמאות צילומי עבודות בצבע (צד עברי: 237 עמודים, צד אנגלי - 115 עמודים)",,publish,,0,"2022-12-25 19:27:32",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/142391.png ! alt :  ! title : 142391.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%94%d7%a8-%d7%a9%d7%93%d7%94-%d7%91%d7%99%d7%aa-%d7%9e%d7%99%d7%a6%d7%91%d7%99-%d7%9e%d7%a6%d7%91-2013-1995-%d7%a2%d7%91%d7%a8%d7%99%d7%aa-%d7%95%d7%90%d7%a0%d7%92%d7%9c%d7%99%d7%aa-%d7%a4/,simple,,"ספרים חדשים",,,33,1431,1,234,,33,0,,,,,,,,,,,,,,,,,,,,,
"ספקן באמונתו יחיה / דישון,דוד",ספקן-באמונתו-יחיה-דישוןדוד,,142393,"יהדות לאדם הביקורתי: האם היהדות יכולה להוות אופציה לחיים לאדם המודרני? איזו איכות חיים יש בה? האם אמונתה הבסיסית יכולה לעמוד בביקורת רציונלית ומדעית? ומה המקום בה לחירות אישית?",,publish,,0,"2022-12-25 19:27:31",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/142393.jpg ! alt :  ! title : 142393.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%a1%d7%a4%d7%a7%d7%9f-%d7%91%d7%90%d7%9e%d7%95%d7%a0%d7%aa%d7%95-%d7%99%d7%97%d7%99%d7%94-%d7%93%d7%99%d7%a9%d7%95%d7%9f%d7%93%d7%95%d7%93/,simple,,"ספרים חדשים",,,46,1433,1,234,,46,0,,,,,,,,,,,,,,,,,,,,,
"אשה ויהדותה (קובץ שישי בסדרת ""להיות אשה יהודייה"") / כהן,טובה (עורכת)",אשה-ויהדותה-קובץ-שישי-בסדרת-להיות-אשה,,142812,"שיח פמיניסטי-דתי עכשווי; מבחר הרצאות מהכנסים הבינלאומיים השישי והשביעי ""אשה ויהדותה"" שהתקיימו בשנים תשס""ט ותשע""א; שערי הספר: מה שקורה היום, גוף ומיניות, פרשנות ועיון",,publish,,0,"2022-12-25 19:27:29",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/142812.png ! alt :  ! title : 142812.png ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%90%d7%a9%d7%94-%d7%95%d7%99%d7%94%d7%93%d7%95%d7%aa%d7%94-%d7%a7%d7%95%d7%91%d7%a5-%d7%a9%d7%99%d7%a9%d7%99-%d7%91%d7%a1%d7%93%d7%a8%d7%aa-%d7%9c%d7%94%d7%99%d7%95%d7%aa-%d7%90%d7%a9%d7%94/,simple,,"ספרים חדשים",,,35,1436,1,234,,35,0,,,,,,,,,,,,,,,,,,,,,
"תלמוד האיגוד: סנהדרין - פרק חמישי (מן התלמוד הבבלי): היו בודקין / בעדני,נתנאל",תלמוד-האיגוד-סנהדרין-פרק-חמישי-מן-התל,,142986,"עם פרשנות על דרך המחקר, בעריכת שמא יהודה פרידמן; מפעל מונומנטלי האמור להכיל את כל הש""ס, על דרך פירוש סוגיות במהלך המסכת, עם מבוא ותקצירים, כולל תקצירים באנגלית; פירוש מסורתי ומדעי, עם הערות ומקורות",,publish,,0,"2022-12-25 19:27:28",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/142986.jpg ! alt :  ! title : 142986.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%aa%d7%9c%d7%9e%d7%95%d7%93-%d7%94%d7%90%d7%99%d7%92%d7%95%d7%93-%d7%a1%d7%a0%d7%94%d7%93%d7%a8%d7%99%d7%9f-%d7%a4%d7%a8%d7%a7-%d7%97%d7%9e%d7%99%d7%a9%d7%99-%d7%9e%d7%9f-%d7%94%d7%aa%d7%9c/,simple,,,,,46,,1,,,46,0,,,,,,,,,,,,,,,,,,,,,
"תלמוד האיגוד: סוכה, פרק רביעי וחמישי (מתלמוד בבלי): לולב וערבה והחליל / בנוביץ,משה",תלמוד-האיגוד-סוכה-פרק-רביעי-וחמישי-מת,,142987,"עם פרשנות על דרך המחקר, בעריכת שמא יהודה פרידמן; מפעל מונומנטלי האמור להכיל את כל הש""ס, על דרך פירוש סוגיות במהלך המסכת, עם מבוא ותקצירים, כולל תקצירים באנגלית; פירוש מסורתי ומדעי, עם הערות ומקורות",,publish,,0,"2022-12-25 19:27:27",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/142987.jpg ! alt :  ! title : 142987.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%aa%d7%9c%d7%9e%d7%95%d7%93-%d7%94%d7%90%d7%99%d7%92%d7%95%d7%93-%d7%a1%d7%95%d7%9b%d7%94-%d7%a4%d7%a8%d7%a7-%d7%a8%d7%91%d7%99%d7%a2%d7%99-%d7%95%d7%97%d7%9e%d7%99%d7%a9%d7%99-%d7%9e%d7%aa/,simple,,"ספרים חדשים",,,38,1432,1,234,,38,0,,,,,,,,,,,,,,,,,,,,,
"תשובות הרמב""ם; מהדורת בלאו, 3 כרכים (מהדורה מורחבת עם הוספות) / בלאו,יהושע",תשובות-הרמבם-מהדורת-בלאו-3-כרכים-מהדור,,143200,"המקור בערבית-יהודית מול תרגום לעברית, עם הוספות: תשובת הרמב""ם בשאלת הקץ הקצוב לחיים, האגרת האלגורית, תשובות הרמב""ם בתרגום הרב יוסף קאפח",,publish,,0,"2022-12-25 19:27:27",1,open,,,,no,no,null,250,220,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/143200-e1678442161878.jpg ! alt :  ! title : 143200.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%aa%d7%a9%d7%95%d7%91%d7%95%d7%aa-%d7%94%d7%a8%d7%9e%d7%91%d7%9d-%d7%9e%d7%94%d7%93%d7%95%d7%a8%d7%aa-%d7%91%d7%9c%d7%90%d7%95-3-%d7%9b%d7%a8%d7%9b%d7%99%d7%9d-%d7%9e%d7%94%d7%93%d7%95%d7%a8/,simple,,"ספרים חדשים",,,40,1437,1,234,13,40,0,,,,,,,,,,,,,,,,,,,,,
"למען העלם מאד / צופף,אודי (יהודה)",למען-העלם-מאד-צופףאודי-יהודה,,144254,"בין השורות: ישוע ביצירת ביאליק, טשרניחובסקי ואחרים; מחקר ספרותי המצביע על המגמה של הסופרים הלאומיים להשתלב בעולם המשכיל והאוניברסאלי , והשפעת הנצרות על כתביהם; הערות, ביבליוגרפיה, תקציר באנגלית",,publish,,0,"2022-12-25 19:27:25",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/144254.jpg ! alt :  ! title : 144254.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%9c%d7%9e%d7%a2%d7%9f-%d7%94%d7%a2%d7%9c%d7%9d-%d7%9e%d7%90%d7%93-%d7%a6%d7%95%d7%a4%d7%a3%d7%90%d7%95%d7%93%d7%99-%d7%99%d7%94%d7%95%d7%93%d7%94/,simple,,"ספרים חדשים",,,37,1438,1,234,,37,0,,,,,,,,,,,,,,,,,,,,,
"אל העצמי / נוב,דבורה; כהנא,ברוך (עורכים)",אל-העצמי-נובדבורה-כהנאברוך-עורכים,,144255,"תהליכי אינדיבידואציה ומעברי חיים; התמודדות של קבוצת כותבים מגוונת מתחומי היהדות והפסיכולוגיה עם שאלת זיהוי ה""עצמי"", תוך שיח בין הכותבים לעורכי הספר",,publish,,0,"2022-12-25 19:27:24",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/144255.jpg ! alt :  ! title : 144255.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%90%d7%9c-%d7%94%d7%a2%d7%a6%d7%9e%d7%99-%d7%a0%d7%95%d7%91%d7%93%d7%91%d7%95%d7%a8%d7%94-%d7%9b%d7%94%d7%a0%d7%90%d7%91%d7%a8%d7%95%d7%9a-%d7%a2%d7%95%d7%a8%d7%9b%d7%99%d7%9d/,simple,,,,,35,,1,,,35,0,,,,,,,,,,,,,,,,,,,,,
"שחקי ארץ: שלום, עם, אדמה / פרומן,מנחם",שחקי-ארץ-שלום-עם-אדמה-פרומןמנחם,,144769,"אוסף כתבי הרב מנחם פרומן ז""ל, המביעים תפיסת עולם פוליטית וחברתית - דתית ייחודית בנוף הציונות הדתית; המאמרים עוסקים בקונפליקט הדתי-חילוני, מדינה וחברה, ציונות ופוסט-ציונות, המדינה והעם, והסכסוך הישראלי - ערבי; עם אחרית-דבר מאת אברהם ב. יהושע",,publish,,0,"2022-12-25 19:27:23",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/144769.jpg ! alt :  ! title : 144769.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%a9%d7%97%d7%a7%d7%99-%d7%90%d7%a8%d7%a5-%d7%a9%d7%9c%d7%95%d7%9d-%d7%a2%d7%9d-%d7%90%d7%93%d7%9e%d7%94-%d7%a4%d7%a8%d7%95%d7%9e%d7%9f%d7%9e%d7%a0%d7%97%d7%9d/,simple,,,,,37,,1,,,37,0,,,,,,,,,,,,,,,,,,,,,
"כנועים באדום / אבישי,שאול",כנועים-באדום-אבישישאול,,144772,"מבט מחקרי על שלושה אירועים רדיקליים בארץ ישראל, בשנים 1952-1917; בנושא גדוד העבודה, רשת ריגול גרמנית בארץ, מחתרת רעיונית של הקיבוץ החשאי בשלהי מלחמת העצמאות; עם צילומים ומסמכים",,publish,,0,"2022-12-25 19:27:22",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/144772.jpg ! alt :  ! title : 144772.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%9b%d7%a0%d7%95%d7%a2%d7%99%d7%9d-%d7%91%d7%90%d7%93%d7%95%d7%9d-%d7%90%d7%91%d7%99%d7%a9%d7%99%d7%a9%d7%90%d7%95%d7%9c/,simple,,,,,13,,1,,,13,0,,,,,,,,,,,,,,,,,,,,,
"התחדשות הנבואה (בסדרת ""מאה שערים"") / גולדברג,שלי שילה",התחדשות-הנבואה-בסדרת-מאה-שערים-גולדב,,144845,"קול חי ושיר חדש כמחוללי נבואה; הנבואה כפוטנציאל הממתין למימוש, בזיקה לשיבת עם ישראל לארצו, תוך התיחסות לתפיסת הרמח""ל את הגאולה והנבואה; הערות; שיפוט אקדמי",,publish,,0,"2022-12-25 19:27:21",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/144845.jpg ! alt :  ! title : 144845.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%94%d7%aa%d7%97%d7%93%d7%a9%d7%95%d7%aa-%d7%94%d7%a0%d7%91%d7%95%d7%90%d7%94-%d7%91%d7%a1%d7%93%d7%a8%d7%aa-%d7%9e%d7%90%d7%94-%d7%a9%d7%a2%d7%a8%d7%99%d7%9d-%d7%92%d7%95%d7%9c%d7%93%d7%91/,simple,,,,,15,,1,,,15,0,,,,,,,,,,,,,,,,,,,,,
"להציל את המונותאיזם (בסדרת ""מאה שערים"", שער להגות יהודית) / רוטנברג,מרדכי",להציל-את-המונותאיזם-בסדרת-מאה-שערים-ש,,145863,"מבוא לגיור חברתי; בחינת שני עולמות: עולם ""מיסיונרי"" מול ""גיורי"", בו האדם צריך לחפש את האל ולחזר אחריו בכוח דמיון רומנטי ויצירתי",,publish,,0,"2022-12-25 19:27:19",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/145863.jpg ! alt :  ! title : 145863.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%9c%d7%94%d7%a6%d7%99%d7%9c-%d7%90%d7%aa-%d7%94%d7%9e%d7%95%d7%a0%d7%95%d7%aa%d7%90%d7%99%d7%96%d7%9d-%d7%91%d7%a1%d7%93%d7%a8%d7%aa-%d7%9e%d7%90%d7%94-%d7%a9%d7%a2%d7%a8%d7%99%d7%9d-%d7%a9/,simple,,,,,10,,1,,,10,0,,,,,,,,,,,,,,,,,,,,,
"עמוס - הנביא מתקוע / לוין,רפאל",עמוס-הנביא-מתקוע-לויןרפאל,,145971,"עיונים בספר עמוס; הסברים לפי פרקי הספר, שאלות בדיוק נוסח המסורה של המקרא, התפלגות שמות האל בספרי המקרא, חטאו של אדום, אחרית הימים, ועוד; עם ביבליוגרפיה ומפתח המקורות",,publish,,0,"2022-12-25 19:27:18",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/145971.jpg ! alt :  ! title : 145971.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%a2%d7%9e%d7%95%d7%a1-%d7%94%d7%a0%d7%91%d7%99%d7%90-%d7%9e%d7%aa%d7%a7%d7%95%d7%a2-%d7%9c%d7%95%d7%99%d7%9f%d7%a8%d7%a4%d7%90%d7%9c/,simple,,,,,10,,1,,,10,0,,,,,,,,,,,,,,,,,,,,,
"הבנקאות בישראל במנהרת הזמן, 2012-1965 / חת,מאיר",הבנקאות-בישראל-במנהרת-הזמן-2012-1965-חתמאיר,,146173,"ראייה ביקורתית של ההתפתחויות המרכזיות במערכת הבנקאות בארץ והמשברים שפקדו אותה, כגון פשיטת רגל של בנקים, לרבות זו של בנק ארץ ישראל-בריטניה, פרשת ויסות מניות הבנקים והתמוטטותה, פרשת חוזי הבכירים בבנק לאומי, ועוד; עם מפתחות; פורמט גדול 21/28 ס""מ, כריכה קשה",,publish,,0,"2022-12-25 19:27:17",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/146173.jpg ! alt :  ! title : 146173.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%94%d7%91%d7%a0%d7%a7%d7%90%d7%95%d7%aa-%d7%91%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%91%d7%9e%d7%a0%d7%94%d7%a8%d7%aa-%d7%94%d7%96%d7%9e%d7%9f-2012-1965-%d7%97%d7%aa%d7%9e%d7%90%d7%99%d7%a8/,simple,,,,,5,,1,,,5,0,,,,,,,,,,,,,,,,,,,,,
"היכל הזמן / זלדין,גבריאל",היכל-הזמן-זלדיןגבריאל,,146242,"גנאלוגיה, כרונולוגיה ונומרולוגיה במקרא, מהבריאה ועד חנוכת מקדש שלמה; מחקר הבודק את כל נתוני הגיל במקרא, ומוכיח למעשה כי המקרא הוא באחדות מתמטית ורעיונית, דבר שמקעקע למעשה את כל ""ביקורת המקרא""; הערות ומפתחות; המחבר הקים את החוג ללימודי יהדות במכללת אחווה",,publish,,0,"2022-12-25 19:27:15",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/146242.jpg ! alt :  ! title : 146242.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%94%d7%99%d7%9b%d7%9c-%d7%94%d7%96%d7%9e%d7%9f-%d7%96%d7%9c%d7%93%d7%99%d7%9f%d7%92%d7%91%d7%a8%d7%99%d7%90%d7%9c/,simple,,,,,10,,1,,,10,0,,,,,,,,,,,,,,,,,,,,,
"לבחור בחיים (בסדרת ""מאה שערים"") / גרוס,בנימין",לבחור-בחיים-בסדרת-מאה-שערים-גרוסבנימ,,146385,"היהדות במבחן העמידה מול העולם; התמודדות עם הסוגיות הקשות העולות במציאות של ימינו כמבחן ליהדות; מתורגם מצרפתית בידי יהודה פורת; יוצא לאור ביום פטירתו של המחבר",,publish,,0,"2022-12-25 19:27:14",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/146385.jpg ! alt :  ! title : 146385.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%9c%d7%91%d7%97%d7%95%d7%a8-%d7%91%d7%97%d7%99%d7%99%d7%9d-%d7%91%d7%a1%d7%93%d7%a8%d7%aa-%d7%9e%d7%90%d7%94-%d7%a9%d7%a2%d7%a8%d7%99%d7%9d-%d7%92%d7%a8%d7%95%d7%a1%d7%91%d7%a0%d7%99%d7%9e/,simple,,,,,3,,1,,,3,0,,,,,,,,,,,,,,,,,,,,,
"שבת - רגע של נצח / גרוס,בנימין",שבת-רגע-של-נצח-גרוסבנימין,,146387,"המשמעות העמוקה של השבת כרגע של נצח, הצופן בחובו תקווה להשתחררות הדרגתית מהמצב בו שרוי האדם המודרני; מתורגם מצרפתית בידישולמית הרן; פורמט מרובע - מתאים גם למתנות; הספר יוצא לאור בתוך ימי ה""שבעה"" למחבר",,publish,,0,"2022-12-25 19:27:12",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/146387.jpg ! alt :  ! title : 146387.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%a9%d7%91%d7%aa-%d7%a8%d7%92%d7%a2-%d7%a9%d7%9c-%d7%a0%d7%a6%d7%97-%d7%92%d7%a8%d7%95%d7%a1%d7%91%d7%a0%d7%99%d7%9e%d7%99%d7%9f/,simple,,,,,11,,1,,,11,0,,,,,,,,,,,,,,,,,,,,,
"עשו אחי, אבי אדום ורומי / אמינוף,עירית",עשו-אחי-אבי-אדום-ורומי-אמינוףעירית,,146851,"עיון במקורות התלמוד והמדרש של ארץ ישראל בתקופת התנאים והאמוראים; מחקרה הרביעי של המחברת בתחום מחשבת חז""ל, הכולל ניתוח דמותו המאוחרת של עשו לפי חז""ל, והניסיון להבין את מניעי השינוי ההיסטורי-מחשבתי שחל בעיצוב דמותו המקראית; נספחים, מקורות, מפתח",,publish,,0,"2022-12-25 19:27:11",1,open,,,,no,no,null,,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://sefertov.co.il/wp-content/uploads/2022/12/146851.jpg ! alt :  ! title : 146851.jpg ! desc :  ! caption : ",,https://sefertov.co.il/product/%d7%a2%d7%a9%d7%95-%d7%90%d7%97%d7%99-%d7%90%d7%91%d7%99-%d7%90%d7%93%d7%95%d7%9d-%d7%95%d7%a8%d7%95%d7%9e%d7%99-%d7%90%d7%9e%d7%99%d7%a0%d7%95%d7%a3%d7%a2%d7%99%d7%a8%d7%99%d7%aa/,simple,,,,,10,,1,,,10,0,,,,,,,,,,,,,,,,,,,,,
